,nom,heure,date,etablissement,prix,adresse,commune,geo,Type activite,arrondissement
1248,Migration,15:30,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1249,Migration,17:25,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1250,Migration,18:55,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1251,Les Trois Mousquetaires : Milady,10:45,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1252,Les Trois Mousquetaires : Milady,13:30,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1253,Les Trois Mousquetaires : Milady,16:30,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1254,Les Trois Mousquetaires : Milady,19:15,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1255,Les Trois Mousquetaires : Milady,21:40,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1256,Wonka,10:30,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1257,Wonka,13:45,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1258,Wonka,16:15,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1259,Wonka,19:15,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1260,Wonka,21:45,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1261,Napoleon,10:15,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1262,Napoleon,13:30,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1263,Aquaman et le Royaume perdu,10:45,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1264,Aquaman et le Royaume perdu,13:30,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1265,Aquaman et le Royaume perdu,16:30,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1266,Aquaman et le Royaume perdu,19:00,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1267,Aquaman et le Royaume perdu,20:45,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1268,Aquaman et le Royaume perdu,21:40,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1269,Chasse gardée,10:15,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1270,Chasse gardée,13:00,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1271,Chasse gardée,15:10,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1272,Chasse gardée,17:20,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1273,Chasse gardée,19:30,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1274,Chasse gardée,21:40,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1275,Bâtiment 5,16:45,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1276,Bâtiment 5,19:30,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1277,Bâtiment 5,21:45,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1278,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,21:00,ajd,CGR PARIS LILAS,variable,PLACE DU MAQUIS DU VERCORS,Paris 20e Arrondissement,"48.852605,2.406733",Cinema,
1279,La Tresse,16:00,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1280,La Tresse,21:05,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1281,L'Incroyable Noël de Shaun le mouton,10:00,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1282,Perfect Days,18:30,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1283,Le Grand magasin,10:00,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1284,Le Grand magasin,11:40,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1285,Le Grand magasin,13:30,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1286,Winter Break,10:30,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1287,Winter Break,13:15,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1288,Winter Break,16:05,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1289,Winter Break,19:00,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1290,Winter Break,21:50,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1291,Ma France à moi,10:00,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1292,Ma France à moi,12:00,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1293,Ma France à moi,14:00,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1294,Ma France à moi,15:35,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1295,Ma France à moi,17:30,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1296,Ma France à moi,20:00,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1297,Ma France à moi,22:10,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1298,Munch,11:15,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1299,Munch,13:20,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1300,Munch,15:10,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1301,Munch,17:40,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1302,Munch,19:40,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1303,Munch,22:05,ajd,GAUMONT MONTPARNOS,variable,16 18 RUE D ODESSA,Paris 14e Arrondissement,"48.841914,2.324596",Cinema,
1304,L'Incroyable Noël de Shaun le mouton,15:45,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1305,Perfect Days,15:45,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1306,La fille de son père,13:45,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1307,La fille de son père,15:45,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1308,La fille de son père,17:30,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1309,La fille de son père,19:15,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1310,La fille de son père,21:00,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1311,Les Colons,13:45,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1312,Les Colons,16:45,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1313,Les Colons,18:45,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1314,Les Colons,20:45,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1315,Rue des Dames,13:45,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1316,Rue des Dames,18:15,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1317,Sound of Freedom,20:15,ajd,ELYSEES LINCOLN,variable,14 RUE LINCOLN,Paris 8e Arrondissement,"48.870512,2.303157",Cinema,
1318,Wish - Asha et la bonne étoile,13:30,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1319,Wish - Asha et la bonne étoile,15:35,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1320,Wish - Asha et la bonne étoile,18:00,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1321,Migration,12:25,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1322,Migration,14:20,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1323,Migration,16:15,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1324,Migration,18:15,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1325,Les Trois Mousquetaires : Milady,14:00,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1326,Les Trois Mousquetaires : Milady,16:50,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1327,Les Trois Mousquetaires : Milady,19:30,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1328,Les Trois Mousquetaires : Milady,22:00,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1329,Wonka,13:45,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1330,Wonka,16:30,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1331,Wonka,19:15,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1332,Wonka,21:55,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1333,Napoleon,20:30,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1334,Aquaman et le Royaume perdu,13:10,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1335,Aquaman et le Royaume perdu,16:00,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1336,Aquaman et le Royaume perdu,18:50,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1337,Aquaman et le Royaume perdu,21:40,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1338,Soudain seuls,12:50,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1339,Soudain seuls,15:20,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1340,Soudain seuls,20:15,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1341,Chasse gardée,12:45,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1342,Chasse gardée,15:10,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1343,Chasse gardée,17:30,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1344,Chasse gardée,19:50,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1345,Chasse gardée,22:05,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1346,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,17:45,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1347,Hunger Games: la Ballade du serpent et de l'oiseau chanteur,21:00,ajd,UGC MONTPARNASSE,variable,83 BD DU MONTPARNASSE,Paris 6e Arrondissement,"48.84351,2.325646",Cinema,
1348,Perfect Days,16:10,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1349,Perfect Days,18:30,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1350,La chimère,13:45,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1351,La chimère,20:50,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1352,Past Lives – Nos vies d’avant,13:30,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1353,Past Lives – Nos vies d’avant,15:30,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1354,Past Lives – Nos vies d’avant,17:30,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1355,Past Lives – Nos vies d’avant,19:30,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1356,Past Lives – Nos vies d’avant,21:30,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1357,Les Colons,14:00,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1358,Les Colons,15:55,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1359,Les Colons,17:45,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1360,Les Colons,19:35,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1361,Les Colons,21:25,ajd,LE CINEMA DES CINEASTES,variable,7 AVENUE DE CLICHY,Paris 17e Arrondissement,"48.884303,2.326888",Cinema,
1362,Perfect Days,13:00,ajd,ESCURIAL,variable,11 BD PORT ROYAL,Paris 13e Arrondissement,"48.836817,2.349632",Cinema,
1363,Perfect Days,17:55,ajd,ESCURIAL,variable,11 BD PORT ROYAL,Paris 13e Arrondissement,"48.836817,2.349632",Cinema,
1364,La chimère,15:25,ajd,ESCURIAL,variable,11 BD PORT ROYAL,Paris 13e Arrondissement,"48.836817,2.349632",Cinema,
1365,La chimère,20:20,ajd,ESCURIAL,variable,11 BD PORT ROYAL,Paris 13e Arrondissement,"48.836817,2.349632",Cinema,
1366,Les Colons,14:00,ajd,ESCURIAL,variable,11 BD PORT ROYAL,Paris 13e Arrondissement,"48.836817,2.349632",Cinema,
1367,Les Colons,16:00,ajd,ESCURIAL,variable,11 BD PORT ROYAL,Paris 13e Arrondissement,"48.836817,2.349632",Cinema,
1368,Les Colons,18:00,ajd,ESCURIAL,variable,11 BD PORT ROYAL,Paris 13e Arrondissement,"48.836817,2.349632",Cinema,
1369,Les Colons,20:00,ajd,ESCURIAL,variable,11 BD PORT ROYAL,Paris 13e Arrondissement,"48.836817,2.349632",Cinema,
1370,Anna,11:30,ajd,ESCURIAL,variable,11 BD PORT ROYAL,Paris 13e Arrondissement,"48.836817,2.349632",Cinema,
1371,Le Père Frimas,11:30,ajd,ESCURIAL,variable,11 BD PORT ROYAL,Paris 13e Arrondissement,"48.836817,2.349632",Cinema,
1372,Le Grand magasin,11:00,ajd,MAJESTIC BASTILLE,variable,4 BD RICHARD LENOIR,Paris 11e Arrondissement,"48.860238,2.37214",Cinema,
1373,Past Lives – Nos vies d’avant,13:10,ajd,MAJESTIC BASTILLE,variable,4 BD RICHARD LENOIR,Paris 11e Arrondissement,"48.860238,2.37214",Cinema,
1374,Past Lives – Nos vies d’avant,15:20,ajd,MAJESTIC BASTILLE,variable,4 BD RICHARD LENOIR,Paris 11e Arrondissement,"48.860238,2.37214",Cinema,
1375,Past Lives – Nos vies d’avant,17:30,ajd,MAJESTIC BASTILLE,variable,4 BD RICHARD LENOIR,Paris 11e Arrondissement,"48.860238,2.37214",Cinema,
1376,Past Lives – Nos vies d’avant,19:40,ajd,MAJESTIC BASTILLE,variable,4 BD RICHARD LENOIR,Paris 11e Arrondissement,"48.860238,2.37214",Cinema,
1377,Past Lives – Nos vies d’avant,21:45,ajd,MAJESTIC BASTILLE,variable,4 BD RICHARD LENOIR,Paris 11e Arrondissement,"48.860238,2.37214",Cinema,
1378,Les Colons,13:45,ajd,MAJESTIC BASTILLE,variable,4 BD RICHARD LENOIR,Paris 11e Arrondissement,"48.860238,2.37214",Cinema,
1379,Les Colons,15:45,ajd,MAJESTIC BASTILLE,variable,4 BD RICHARD LENOIR,Paris 11e Arrondissement,"48.860238,2.37214",Cinema,
1380,Les Colons,18:00,ajd,MAJESTIC BASTILLE,variable,4 BD RICHARD LENOIR,Paris 11e Arrondissement,"48.860238,2.37214",Cinema,
1381,Les Colons,20:00,ajd,MAJESTIC BASTILLE,variable,4 BD RICHARD LENOIR,Paris 11e Arrondissement,"48.860238,2.37214",Cinema,
1382,Les Colons,21:55,ajd,MAJESTIC BASTILLE,variable,4 BD RICHARD LENOIR,Paris 11e Arrondissement,"48.860238,2.37214",Cinema,
1383,Les Trois Mousquetaires : Milady,10:30,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1384,Les Trois Mousquetaires : Milady,13:00,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1385,Les Trois Mousquetaires : Milady,15:35,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1386,Les Trois Mousquetaires : Milady,18:10,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1387,Les Trois Mousquetaires : Milady,20:45,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1388,Wonka,16:35,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1389,Wonka,19:10,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1390,Wonka,21:45,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1391,Aquaman et le Royaume perdu,10:30,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1392,Aquaman et le Royaume perdu,13:15,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1393,Aquaman et le Royaume perdu,16:00,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1394,Aquaman et le Royaume perdu,18:45,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1395,Aquaman et le Royaume perdu,21:30,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1396,Chasse gardée,10:45,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1397,Chasse gardée,13:00,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1398,Chasse gardée,15:15,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1399,Chasse gardée,17:30,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1400,Chasse gardée,19:45,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1401,Chasse gardée,22:00,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1402,Winter Break,11:00,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1403,Winter Break,13:45,ajd,UGC NORMANDIE,variable,116 AVENUE DES CHAMPS ELYSEES,Paris 8e Arrondissement,"48.872265,2.300938",Cinema,
1404,Les Trois Mousquetaires : Milady,14:00,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1405,Les Trois Mousquetaires : Milady,16:35,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1406,Les Trois Mousquetaires : Milady,19:10,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1407,Les Trois Mousquetaires : Milady,21:45,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1408,La Tresse,13:00,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1409,La Tresse,15:30,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1410,La Tresse,18:00,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1411,Napoleon,20:30,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1412,Chasse gardée,12:50,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1413,Chasse gardée,15:10,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1414,Chasse gardée,17:30,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1415,Chasse gardée,19:45,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
1416,Chasse gardée,22:00,ajd,UGC OPERA,variable,32 BD DES ITALIENS,Paris 9e Arrondissement,"48.871332,2.335302",Cinema,
