,nom,etablissement,Date,adresse,commune,prix
359,Natasha Kadyrova,Église Saint-Éphrem,Samedi 2 Mars : 16h30,17 rue des Carmes,Paris 5e,16-25 €
360,Francesco Piemontesi,Théâtre des Champs-Élysées,Samedi 2 Mars : 20h00,17 rue des Carmes,Paris 5e,26-70 €
361,Gewandhausorchester Leipzig et Leonidas Kavakos,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 2 Mars : 20h00,17 rue des Carmes,Paris 5e,unknown
362,God Save the King!,Opéra de Massy,Samedi 2 Mars : 20h00,17 rue des Carmes,Paris 5e,unknown
363,André Rieu,Accor Arena,Samedi 2 Mars : 20h00,17 rue des Carmes,Paris 5e,unknown
364,Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Samedi 2 Mars : 20h00,17 rue des Carmes,Paris 5e,22-33 €
365,Orchestre Les Solistes français et Paul Rouger,Église Saint-Germain-des-Prés,Samedi 2 Mars : 20h30,17 rue des Carmes,Paris 5e,unknown
366,Orchestre Hélios et Glen Rouxel,Église Saint-Louis-en-l'Île,Sam 2 Mars : 20h45,17 rue des Carmes,Paris 5e,22-44 €
367,"Quatuor Prazak, François Dumont et Frédéric Alcaraz",Théâtre des Champs-Élysées,Dimanche 3 Mars : 11h00,17 rue des Carmes,Paris 5e,unknown
368,Gewandhausorchester Leipzig,Grande salle Pierre Boulez - Philharmonie de Paris,Dimanche 3 Mars : 16h00,17 rue des Carmes,Paris 5e,unknown
369,Umberto Realino,Chapelle Saint-Louis de la Salpêtrière,Dimanche 3 Mars : 16h00,17 rue des Carmes,Paris 5e,unknown
370,Timothée Marcel et Elio di Tanna,Église Saint-Éphrem,Dimanche 3 Mars : 17h00,17 rue des Carmes,Paris 5e,16-25 €
371,Oxalis Quartett,Fondation de l'Allemagne – Maison Heinrich Heine - Cité Internationale Universitaire,Dim 3 Mars : 17h00,17 rue des Carmes,Paris 5e,unknown
372,« Les Pêcheurs de perles » de Bizet,Théâtre des Champs-Élysées,Lundi 4 Mars : 19h30,17 rue des Carmes,Paris 5e,unknown
373,Denis Podalydès raconte les Invalides,Grand Salon du Musée de l'Armée - Musée de l'Armée,Lundi 4 Mars : 20h00,17 rue des Carmes,Paris 5e,unknown
374,Adrien Polycarpe,Église Saint-Éphrem,Lundi 4 Mars : 20h00,17 rue des Carmes,Paris 5e,16-25 €
375,Mami Sakato,Maison de la Radio et de la Musique,Mardi 5 Mars : 20h00,1 île Seguin,Boulogne-Billancourt,unknown
376,Elio di Tanna,Église Saint-Éphrem,"Mercredi 6 Mars : 19h30, Mardi 12 Mars : 20h00",1 île Seguin,Boulogne-Billancourt,16-25 €
377,Seong-Jin Cho,Théâtre des Champs-Élysées,Mercredi 6 Mars : 20h00,1 île Seguin,Boulogne-Billancourt,26-52 €
378,Orchestre de Paris et Yunchan Lim,Grande salle Pierre Boulez - Philharmonie de Paris,"Mercredi 6 Mars : 20h00, Jeudi 7 Mars : 20h00",1 île Seguin,Boulogne-Billancourt,unknown
379,Trio Goldberg,ECUJE,Mercredi 6 Mars : 20h00,1 île Seguin,Boulogne-Billancourt,unknown
380,Les grands chœurs d'opéra,Auditorium Patrick Devedjian - La Seine Musicale,Mercredi 6 Mars : 20h30,1 île Seguin,Boulogne-Billancourt,30-62 €
381,Roger Muraro et Lambert Wilson,Auditorium Patrick Devedjian - La Seine Musicale,Jeudi 7 Mars : 20h00,1 île Seguin,Boulogne-Billancourt,unknown
382,Orchestre Les Violons de France,Église de la Madeleine,Jeudi 7 Mars : 20h00,1 île Seguin,Boulogne-Billancourt,22-33 €
383,Orchestre du Conservatoire de Paris et Akiko Suwanai,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 8 Mars : 20h00,1 île Seguin,Boulogne-Billancourt,unknown
384,Ravel : Concerto en sol,Maison de la Radio et de la Musique,Vendredi 8 Mars : 20h00,1 île Seguin,Boulogne-Billancourt,unknown
385,Adrien Polycarpe,Église Saint-Éphrem,Vendredi 8 Mars : 20h00,1 île Seguin,Boulogne-Billancourt,16-25 €
386,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 8 Mars : 20h45,1 île Seguin,Boulogne-Billancourt,22-44 €
387,Secret d'instrument,Musée de la Musique - Cité de la Musique-Philharmonie,Samedi 9 Mars : 15h30,1 île Seguin,Boulogne-Billancourt,unknown
388,Orane Donnadieu,Église Saint-Éphrem,Samedi 9 Mars : 18h00,1 île Seguin,Boulogne-Billancourt,16-25 €
389,Vous trouvez ça classique ? La Mer de Debussy,Auditorium Patrick Devedjian - La Seine Musicale,Samedi 9 Mars : 19h00,1 île Seguin,Boulogne-Billancourt,unknown
390,London Symphony Orchestra et Kirill Gerstein,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 9 Mars : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
391,Chorus Line #3,Maison de la Radio et de la Musique,Samedi 9 Mars : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
392,Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,Samedi 9 Mars : 20h45,221 avenue Jean-Jaurès,Paris 19e,22-44 €
393,Maxim Emelyanychev et Aylen Pritchin,Théâtre des Champs-Élysées,Dimanche 10 Mars : 11h00,221 avenue Jean-Jaurès,Paris 19e,16-28 €
394,Capriccio,Opéra Garnier,Dimanche 10 Mars : 12h00,221 avenue Jean-Jaurès,Paris 19e,39 €
395,London Symphony Orchestra et Isabelle Faust,Grande salle Pierre Boulez - Philharmonie de Paris,Dimanche 10 Mars : 16h00,221 avenue Jean-Jaurès,Paris 19e,unknown
396,Philhar'intime,Maison de la Radio et de la Musique,Dimanche 10 Mars : 16h00,221 avenue Jean-Jaurès,Paris 19e,unknown
397,Natasha Kadyrova,Église Saint-Éphrem,Dimanche 10 Mars : 16h30,221 avenue Jean-Jaurès,Paris 19e,16-25 €
398,Charpentier : Missa Assumpta est Maria,Chapelle royale - Château de Versailles,Dimanche 10 Mars : 17h00,221 avenue Jean-Jaurès,Paris 19e,71-115 €
399,Duo Maloney-Olivieri,Fondation de l'Allemagne – Maison Heinrich Heine - Cité Internationale Universitaire,Dim 10 Mars : 17h00,221 avenue Jean-Jaurès,Paris 19e,unknown
400,Maxime Sauze,Église Saint-Éphrem,Lundi 11 Mars : 19h30,221 avenue Jean-Jaurès,Paris 19e,16-25 €
401,Orchestre symphonique de la Radio suédoise et Maria João Pires,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 11 Mars : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
402,Quella fiamma !,Château de Versailles,Lundi 11 Mars : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
403,Béla par Bartók,Auditorium Patrick Devedjian - La Seine Musicale,Mardi 12 Mars : 19h00,221 avenue Jean-Jaurès,Paris 19e,unknown
404,Orchestre national d'Île-de-France et Boris Giltburg,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 12 Mars : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
405,Duel Liszt / Thalberg,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Mardi 12 Mars : 20h00,Place d'Armes entrée par la Grille d'Honneur,Versailles,unknown
406,Célia Oneto-Bensaïd,Auditorium de la Batterie,Mardi 12 Mars : 20h30,Place d'Armes entrée par la Grille d'Honneur,Versailles,25 €
407,Louis Lortie,Salle Gaveau,Mardi 12 Mars : 20h30,Place d'Armes entrée par la Grille d'Honneur,Versailles,unknown
408,Adrien Polycarpe,Église Saint-Éphrem,"Mercredi 13 Mars : 19h00, Mardi 19 Mars : 20h00",Place d'Armes entrée par la Grille d'Honneur,Versailles,16-25 €
409,Rameau : L'Entretien des muses ,La Scala Paris,Mercredi 13 Mars : 19h30,Place d'Armes entrée par la Grille d'Honneur,Versailles,unknown
410,Rachmaninov : Leningrad,Grande salle Pierre Boulez - Philharmonie de Paris,Mercredi 13 Mars : 20h00,Place d'Armes entrée par la Grille d'Honneur,Versailles,unknown
411,Bach / Mozart / Pärt,Maison de la Radio et de la Musique,Mercredi 13 Mars : 20h00,Place d'Armes entrée par la Grille d'Honneur,Versailles,unknown
412,« Carmen » de Bizet,Grande salle Pierre Boulez - Philharmonie de Paris,Jeudi 14 Mars : 20h00,Place d'Armes entrée par la Grille d'Honneur,Versailles,unknown
413,Beethoven : Symphonie n°6,Maison de la Radio et de la Musique,Jeudi 14 Mars : 20h00,Place d'Armes entrée par la Grille d'Honneur,Versailles,unknown
414,"Patricia Petibon : l'Amour, la Mort, la Mer",Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Jeudi 14 Mars : 20h00,Place d'Armes entrée par la Grille d'Honneur,Versailles,unknown
415,Pascal Mantin,Église Saint-Éphrem,Vendredi 15 Mars : 20h00,Place d'Armes entrée par la Grille d'Honneur,Versailles,16-25 €
416,Chœur Éphata,Église Saint-Roch,"Vendredi 15 Mars : 20h30, Samedi 16 Mars : 20h30",Place d'Armes entrée par la Grille d'Honneur,Versailles,unknown
417,Alexis Grizard,Église Saint-Pierre de Montmartre,Samedi 16 Mars : 12h00,Place d'Armes entrée par la Grille d'Honneur,Versailles,unknown
418,Remi Masunaga,Église Saint-Éphrem,Samedi 16 Mars : 16h30,Place d'Armes entrée par la Grille d'Honneur,Versailles,16-25 €
419,Purcell : Ode à sainte Cécile,Chapelle royale - Château de Versailles,Samedi 16 Mars : 19h00,Place d'Armes entrée par la Grille d'Honneur,Versailles,71-115 €
420,Stravinsky : Petrouchka,Maison de la Radio et de la Musique,Samedi 16 Mars : 20h00,15 avenue Montaigne,Paris 8e,unknown
421,Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Samedi 16 Mars : 20h00,15 avenue Montaigne,Paris 8e,22-33 €
422,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 16 Mars : 20h45,15 avenue Montaigne,Paris 8e,22-44 €
423,Benjamin Grosvenor,Théâtre des Champs-Élysées,Dimanche 17 Mars : 11h00,15 avenue Montaigne,Paris 8e,16-28 €
424,« La Walkyrie » de Wagner,Opéra royal - Château de Versailles,Dimanche 17 Mars : 15h00,15 avenue Montaigne,Paris 8e,unknown
425,Umberto Realino,Chapelle Saint-Rémi,Dimanche 17 Mars : 16h00,15 avenue Montaigne,Paris 8e,unknown
426,"Mariko Akimoto, Henry Wyld et Armelle Choquard",Chapelle de l'Hôpital Lariboisière,Dimanche 17 Mars : 16h00,15 avenue Montaigne,Paris 8e,unknown
427,Timothée Marcel et Elio di Tanna,Église Saint-Éphrem,Dimanche 17 Mars : 17h00,15 avenue Montaigne,Paris 8e,16-25 €
428,Daniel Propper,Fondation de l'Allemagne – Maison Heinrich Heine - Cité Internationale Universitaire,Dim 17 Mars : 17h00,15 avenue Montaigne,Paris 8e,unknown
429,Orane Donnadieu,Église Saint-Éphrem,Lundi 18 Mars : 19h30,15 avenue Montaigne,Paris 8e,16-25 €
430,Bach : Passion selon saint Jean,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 18 Mars : 20h00,15 avenue Montaigne,Paris 8e,unknown
431,Beethoven : L'Empereur,Opéra royal - Château de Versailles,Lundi 18 Mars : 20h00,15 avenue Montaigne,Paris 8e,unknown
432,Julie Fuchs et Alphonse Cemin,Athénée Théâtre Louis-Jouvet,Lundi 18 Mars : 20h00,15 avenue Montaigne,Paris 8e,24-31 €
433,Elio di Tanna,Église Saint-Éphrem,Mercredi 20 Mars : 19h30,15 avenue Montaigne,Paris 8e,16-25 €
434,Orchestre de chambre de Paris et Nicolas Altstaedt,Théâtre des Champs-Élysées,Mercredi 20 Mars : 20h00,15 avenue Montaigne,Paris 8e,15-52 €
435,Chœur Éphata,Église Saint-Roch,Mercredi 20 Mars : 20h30,17 rue des Carmes,Paris 5e,unknown
436,Orchestre du CRR de Paris et Aristo Sham,Salle Gaveau,Mercredi 20 Mars : 20h30,17 rue des Carmes,Paris 5e,unknown
437,« La Damnation de Faust » de Berlioz,Théâtre des Champs-Élysées,Jeudi 21 Mars : 19h30,17 rue des Carmes,Paris 5e,unknown
438,Orchestre de la Musique de l'Air et de l'Espace et Paul Meyer,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Jeudi 21 Mars : 20h00,17 rue des Carmes,Paris 5e,unknown
439,Maxime Sauze,Église Saint-Éphrem,Jeudi 21 Mars : 20h00,17 rue des Carmes,Paris 5e,16-25 €
440,Bach : Passion selon saint Matthieu,Théâtre des Champs-Élysées,Vendredi 22 Mars : 19h30,17 rue des Carmes,Paris 5e,unknown
441,Maestro !,Opéra Comique,Vendredi 22 Mars : 19h30,17 rue des Carmes,Paris 5e,unknown
442,Czech Philharmonic et Pablo Ferrández,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 22 Mars : 20h00,17 rue des Carmes,Paris 5e,unknown
443,Salon Poulenc,Amphithéâtre - Cité de la Musique-Philharmonie,Vendredi 22 Mars : 20h00,17 rue des Carmes,Paris 5e,unknown
444,Concerto contre piano et orchestre,Athénée Théâtre Louis-Jouvet,"Vendredi 22 Mars : 20h00, Samedi 23 Mars : 20h00, Dimanche 24 Mars : 16h00",17 rue des Carmes,Paris 5e,15-40 €
445,America !,Maison de la Radio et de la Musique,Vendredi 22 Mars : 20h00,17 rue des Carmes,Paris 5e,unknown
446,Pascal Mantin,Église Saint-Éphrem,Vendredi 22 Mars : 20h00,17 rue des Carmes,Paris 5e,16-25 €
447,Orchestre Hélios et Chœur Hélios éphémère,Église Saint-Louis-en-l'Île,Ven 22 Mars : 20h45,17 rue des Carmes,Paris 5e,22-44 €
448,Légendes,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 23 Mars : 15h00,17 rue des Carmes,Paris 5e,unknown
449,Thibaut Maudry et Adrien Polycarpe,Église Saint-Éphrem,Samedi 23 Mars : 18h00,17 rue des Carmes,Paris 5e,16-25 €
450,Bach : cantates,Chapelle royale - Château de Versailles,Samedi 23 Mars : 19h00,15 avenue Montaigne,Paris 8e,71-115 €
451,Les grandes voix lyriques d’Afrique,Théâtre des Champs-Élysées,Samedi 23 Mars : 20h00,15 avenue Montaigne,Paris 8e,unknown
452,Czech Philharmonic et Bertrand Chamayou ,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 23 Mars : 20h00,15 avenue Montaigne,Paris 8e,unknown
453,Voyage au pays de Maurice Ravel,Opéra Comique,Samedi 23 Mars : 20h00,15 avenue Montaigne,Paris 8e,unknown
454,Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Samedi 23 Mars : 20h00,15 avenue Montaigne,Paris 8e,22-33 €
455,"Orchestre national d'Île-de-France, Shani Diluka et Séphora Pondi",Le POC,Samedi 23 Mars : 20h30,15 avenue Montaigne,Paris 8e,19-24 €
456,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 23 Mars : 20h45,15 avenue Montaigne,Paris 8e,22-44 €
457,Les Matins du National,Maison de la Radio et de la Musique,Dimanche 24 Mars : 11h00,15 avenue Montaigne,Paris 8e,unknown
458,Haendel : Israël en Égypte,Chapelle royale - Château de Versailles,Dimanche 24 Mars : 15h00,15 avenue Montaigne,Paris 8e,117-149 €
459,Renaud Capuçon et Alexandre Kantorow,Grande salle Pierre Boulez - Philharmonie de Paris,Dimanche 24 Mars : 16h00,15 avenue Montaigne,Paris 8e,unknown
460,Remi Masunaga,Église Saint-Éphrem,Dimanche 24 Mars : 16h30,15 avenue Montaigne,Paris 8e,16-25 €
461,Josquin Otal,La Scala Paris,Dimanche 24 Mars : 17h00,15 avenue Montaigne,Paris 8e,unknown
462,Violette Erhart,Comédie Nation,Dimanche 24 Mars : 19h00,15 avenue Montaigne,Paris 8e,16-22 €
463,Le Chevalier de Saint-George,Grand Salon du Musée de l'Armée - Musée de l'Armée,Lundi 25 Mars : 12h15,15 avenue Montaigne,Paris 8e,unknown
464,Les Siècles,Théâtre des Champs-Élysées,Lundi 25 Mars : 14h00,15 avenue Montaigne,Paris 8e,unknown
465,"Les Siècles, Marie-Nicole Lemieux et Andrew Staples",Théâtre des Champs-Élysées,Lundi 25 Mars : 20h00,15 avenue Montaigne,Paris 8e,24-61 €
466,Les Immortels,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 25 Mars : 20h00,15 avenue Montaigne,Paris 8e,unknown
467,Florestan vs Eusebius,Théâtre des Bouffes du Nord,Lundi 25 Mars : 20h00,15 avenue Montaigne,Paris 8e,unknown
468,Natasha Kadyrova,Église Saint-Éphrem,Lundi 25 Mars : 20h00,15 avenue Montaigne,Paris 8e,16-25 €
469,Alexander Gadjiev,Salle Gaveau,Lundi 25 Mars : 20h30,15 avenue Montaigne,Paris 8e,unknown
470,« Atys » de Lully,Théâtre des Champs-Élysées,Mardi 26 Mars : 19h30,15 avenue Montaigne,Paris 8e,28-89 €
471,Adrien Polycarpe,Église Saint-Éphrem,Mardi 26 Mars : 19h30,15 avenue Montaigne,Paris 8e,16-25 €
472,Jubilé du National,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 26 Mars : 20h00,15 avenue Montaigne,Paris 8e,unknown
473,Bach : Passion selon saint Jean,Auditorium Patrick Devedjian - La Seine Musicale,Mardi 26 Mars : 20h00,15 avenue Montaigne,Paris 8e,unknown
474,Simon Ghraichy et Marc-André,Salle Gaveau,Mardi 26 Mars : 20h30,15 avenue Montaigne,Paris 8e,unknown
475,Nikolaï Lugansky,Théâtre des Champs-Élysées,Mercredi 27 Mars : 20h00,15 avenue Montaigne,Paris 8e,26-70 €
476,Concerto contre piano et orchestre,Athénée Théâtre Louis-Jouvet,"Mercredi 27 Mars : 20h00, Jeudi 28 Mars : 20h00, Vendredi 29 Mars : 20h00",15 avenue Montaigne,Paris 8e,15-40 €
477,Orane Donnadieu,Église Saint-Éphrem,Mercredi 27 Mars : 20h00,15 avenue Montaigne,Paris 8e,16-25 €
478,Couperin : Leçons de Ténèbres,Chapelle royale - Château de Versailles,Mercredi 27 Mars : 21h00,15 avenue Montaigne,Paris 8e,71-115 €
479,Matthias Goerne et Evgeny Kissin,Théâtre des Champs-Élysées,Jeudi 28 Mars : 20h00,15 avenue Montaigne,Paris 8e,unknown
480,"Bach, de l'abîme à la lumière",Auditorium Patrick Devedjian - La Seine Musicale,"Jeudi 28 Mars : 20h00, Vendredi 29 Mars : 19h30",221 avenue Jean-Jaurès,Paris 19e,unknown
481,Beethoven : Symphonie n°3,Maison de la Radio et de la Musique,Jeudi 28 Mars : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
482,Wagner : Le Ring sans paroles,Maison de la Radio et de la Musique,Vendredi 29 Mars : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
483,Jonathan Dunford et Jérôme Chaboseau,Espace Jules Vallès,Vendredi 29 Mars : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
484,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 29 Mars : 20h45,221 avenue Jean-Jaurès,Paris 19e,22-44 €
485,Stabat Mater pour deux castrats,Chapelle royale - Château de Versailles,Vendredi 29 Mars : 21h00,221 avenue Jean-Jaurès,Paris 19e,unknown
486,Adrien Polycarpe,Église Saint-Éphrem,Samedi 30 Mars : 16h30,221 avenue Jean-Jaurès,Paris 19e,16-25 €
487,Bach : Passion selon saint Jean,Chapelle royale - Château de Versailles,"Samedi 30 Mars : 19h00, Dimanche 31 Mars : 15h00",221 avenue Jean-Jaurès,Paris 19e,100-139 €
488,Magdalena Rebacz,Église Saint-Éphrem,Samedi 30 Mars : 19h00,221 avenue Jean-Jaurès,Paris 19e,16-25 €
489,Jubilé du National,Maison de la Radio et de la Musique,Samedi 30 Mars : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
490,Timothée Marcel et Elio di Tanna,Église Saint-Éphrem,Dimanche 31 Mars : 18h00,221 avenue Jean-Jaurès,Paris 19e,16-25 €
491,Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Dimanche 31 Mars : 20h00,221 avenue Jean-Jaurès,Paris 19e,22-33 €
492,Orchestre de l'Opéra national de Paris,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 2 Avril : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
493,Variations romantiques,Amphithéâtre - Cité de la Musique-Philharmonie,Mardi 2 Avril : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
494,"Orchestre de Paris, David Gaillard et Pascal Moraguès",Grande salle Pierre Boulez - Philharmonie de Paris,"Mercredi 3 Avril : 20h00, Jeudi 4 Avril : 20h00",221 avenue Jean-Jaurès,Paris 19e,unknown
495,"Patricia Petibon, magicienne baroque",Auditorium Patrick Devedjian - La Seine Musicale,Jeudi 4 Avril : 20h00,15 avenue Montaigne,Paris 8e,unknown
496,Joutes de violon et de violoncelle,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Jeudi 4 Avril : 20h00,15 avenue Montaigne,Paris 8e,unknown
497,Fauré : Requiem,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 5 Avril : 20h00,15 avenue Montaigne,Paris 8e,unknown
498,Secret d'instrument,Musée de la Musique - Cité de la Musique-Philharmonie,Samedi 6 Avril : 15h30,15 avenue Montaigne,Paris 8e,unknown
499,Bach : Messe en si,Chapelle royale - Château de Versailles,Samedi 6 Avril : 19h00,15 avenue Montaigne,Paris 8e,unknown
500,Orchestre Hélios et Glen Rouxel,Église de la Madeleine,Samedi 6 Avril : 20h45,15 avenue Montaigne,Paris 8e,22-44 €
501,Grigory Sokolov,Théâtre des Champs-Élysées,Lundi 8 Avril : 20h00,15 avenue Montaigne,Paris 8e,unknown
502,L'histoire du porte-étendard Rilke,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Lundi 8 Avril : 20h00,15 avenue Montaigne,Paris 8e,unknown
503,Opera Fuoco fête ses 20 ans,Théâtre des Champs-Élysées,Mardi 9 Avril : 20h00,15 avenue Montaigne,Paris 8e,28-79 €
504,Chorus Line #4,Maison de la Radio et de la Musique,Mardi 9 Avril : 20h00,15 avenue Montaigne,Paris 8e,unknown
505,Nobuyuki Tsujii,Théâtre des Champs-Élysées,Mercredi 10 Avril : 20h00,15 avenue Montaigne,Paris 8e,26-70 €
506,Orchestre de Paris et Chœur de l'Orchestre de Paris,Salle des concerts - Cité de la Musique-Philharmonie,Mercredi 10 Avril : 20h00,15 avenue Montaigne,Paris 8e,unknown
507,Siblius : Symphonies n°1 et 2,Maison de la Radio et de la Musique,Mercredi 10 Avril : 20h00,15 avenue Montaigne,Paris 8e,unknown
508,Liat Cohen,ECUJE,Mercredi 10 Avril : 20h00,15 avenue Montaigne,Paris 8e,unknown
509,Orchestre de chambre de Paris et Marie Jacquot,Théâtre des Champs-Élysées,Jeudi 11 Avril : 20h00,15 avenue Montaigne,Paris 8e,15-52 €
510, Orchestre de Paris et solistes,Salle des concerts - Cité de la Musique-Philharmonie,Jeudi 11 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
511,Siblius : Symphonies n°3 et 4,Maison de la Radio et de la Musique,Jeudi 11 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
512,Andreï Korobeinikov,Théâtre des Champs-Élysées,Vendredi 12 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,24-61 €
513,"Siblius : Symphonies n°5, 6 et 7",Maison de la Radio et de la Musique,Vendredi 12 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
514,Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,Vendredi 12 Avril : 20h45,116 avenue du Président Kennedy,Paris 16e,22-44 €
515,Taiwan Phiharmonic Orchestra et Khatia Buniatishvili,Théâtre des Champs-Élysées,Samedi 13 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,33-93 €
516,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 13 Avril : 20h45,116 avenue du Président Kennedy,Paris 16e,22-44 €
517,Elsa Dreisig et Romain Louveau,Athénée Théâtre Louis-Jouvet,Lundi 15 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,24-31 €
518,Carnets de là-bas,Salle des concerts - Cité de la Musique-Philharmonie,Mardi 16 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
519,"Bach : Le Clavier bien tempéré, livre I",Maison de la Radio et de la Musique,Mardi 16 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
520,Les Invalides selon les sœurs Berthollet,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Mardi 16 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
521,Júlia Pusker,Amphithéâtre - Cité de la Musique-Philharmonie,Mercredi 17 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
522,"Bach : Le Clavier bien tempéré, livre II",Maison de la Radio et de la Musique,Mercredi 17 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
523,Sebastian Heindl,Amphithéâtre - Cité de la Musique-Philharmonie,Jeudi 18 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
524,Mozart : Concerto pour violon,Maison de la Radio et de la Musique,Jeudi 18 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
525,Rachmaninov : Vêpres,Auditorium Patrick Devedjian - La Seine Musicale,Vendredi 26 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
526,Bruckner : Symphonie n°6,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 26 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
527,Orchestre Hélios et Glen Rouxel,Église de la Madeleine,Vendredi 26 Avril : 20h45,116 avenue du Président Kennedy,Paris 16e,22-44 €
528,"Mathieu Salama, airs pour Farinelli",Église Sainte-Élisabeth-de-Hongrie,Samedi 27 Avril : 16h00,116 avenue du Président Kennedy,Paris 16e,20-28 €
529,« Platée » de Rameau,Opéra royal - Château de Versailles,Samedi 27 Avril : 19h00,116 avenue du Président Kennedy,Paris 16e,83-128 €
530,Vous trouvez ça classique ? Les Noces de Figaro de Mozart,Auditorium Patrick Devedjian - La Seine Musicale,Samedi 27 Avril : 19h00,116 avenue du Président Kennedy,Paris 16e,unknown
531,Yundi Li,Théâtre des Champs-Élysées,Samedi 27 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,26-70 €
532,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 27 Avril : 20h45,116 avenue du Président Kennedy,Paris 16e,22-44 €
533,Monteverdi : Vêpres de San Marco,Chapelle royale - Château de Versailles,Dimanche 28 Avril : 15h00,116 avenue du Président Kennedy,Paris 16e,71-115 €
534,Fabuleux,Auditorium Patrick Devedjian - La Seine Musicale,Dimanche 28 Avril : 16h00,116 avenue du Président Kennedy,Paris 16e,unknown
535,Violette Erhart,Comédie Nation,Dimanche 28 Avril : 19h00,116 avenue du Président Kennedy,Paris 16e,16-22 €
536,Orchestre Colonne et Mélanie Laurent,Théâtre des Champs-Élysées,Dimanche 28 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
537,« Elektra » de Strauss,Théâtre des Champs-Élysées,Lundi 29 Avril : 19h30,116 avenue du Président Kennedy,Paris 16e,33-115 €
538,"Les Siècles, Jean-Efflam Bavouzet et Renaud Capuçon",Théâtre des Champs-Élysées,Mardi 30 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,24-61 €
539,Schumann : Concerto pour violoncelle,Maison de la Radio et de la Musique,Mardi 30 Avril : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
540,Pascal Amoyel,Église Saint-Victor de Guyancourt,Mardi 30 Avril : 22h00,Place Saint-Germain des Prés,Paris 6e,unknown
