,nom,etablissement,Date,adresse,commune,prix
530,Bartleby le scribe,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 15 février 2024 au 25 février 2024</b>,36 rue Bichat,Paris 10e,11-24 €
531,Du pain et des jeux,Théâtre 13 - Bibliothèque,<b>Du 23 avril 2024 au 4 mai 2024</b>,36 rue Bichat,Paris 10e,28 €
532,L'Âge de détruire,Théâtre Ouvert,<b>Du 12 mars 2024 au 23 mars 2024</b>,36 rue Bichat,Paris 10e,9-15 €
533,Je vis dans une maison qui n’existe pas,Théâtre Ouvert,<b>Du 11 avril 2024 au 16 avril 2024</b>,36 rue Bichat,Paris 10e,9-15 €
534,Qu’est-ce que tu crois ?,Le Mouffetard - Théâtre des arts de la marionnette,<b>Du 24 mai 2024 au 25 mai 2024</b>,36 rue Bichat,Paris 10e,14-22 €
535,Traversées,IVT - International Visual Théâtre,<b>Du 23 mars 2024 au 24 mars 2024</b>,36 rue Bichat,Paris 10e,7-28 €
536,"La Lecture, un tabou",IVT - International Visual Théâtre,<b>Le 16 mai 2024</b>,36 rue Bichat,Paris 10e,16 €
537,Naissance(s),Théâtre de la Bastille,<b>Le 21 avril 2024</b>,36 rue Bichat,Paris 10e,unknown
538,L'Archipel,Théâtre Dunois,<b>Du 6 mai 2024 au 17 mai 2024</b>,36 rue Bichat,Paris 10e,11-18 €
539,Jane Eyre,Laurette Théâtre,<b>Du 26 janvier 2024 au 23 février 2024</b>,36 rue Bichat,Paris 10e,13-19 €
540,Sous influence,La Flèche,<b>Du 12 janvier 2024 au 15 mars 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,16-22 €
541,Senora Tentacion,Les Plateaux sauvages,<b>Du 26 février 2024 au 9 mars 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,6-33 €
542,Le Sang des louves,Théâtre du Nord-Ouest,<b>Du 7 octobre 2023 au 23 décembre 2023</b>,94 rue Jean-Pierre Timbaud,Paris 11e,unknown
543,L'Art du rire,La Scala Paris,<b>Du 11 janvier 2024 au 12 mars 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,15-36 €
544,De la morue - Cartographie 6,Théâtre de l'Atelier,<b>Du 24 avril 2024 au 19 juin 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,16-35 €
545,Majola,Théâtre L'Essaïon,<b>Du 8 avril 2024 au 20 mai 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,16-28 €
546,Rembrandt sous l’escalier,Théâtre L'Essaïon,<b>Du 25 mars 2024 au 11 juin 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,13-28 €
547,Jogging,Théâtre Silvia Monfort,<b>Du 22 mai 2024 au 25 mai 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,11-29 €
548,Tamara Al Saadi - PARTIE,Théâtre Silvia Monfort,<b>Du 2 avril 2024 au 6 avril 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,unknown
549,La Brande,Théâtre de la Cité Internationale - Cité Internationale Universitaire,<b>Du 23 janvier 2024 au 5 février 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,18 €
550,Capharnaüm,Théâtre de la Cité Internationale - Cité Internationale Universitaire,<b>Du 25 avril 2024 au 27 avril 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,18 €
551,Tamara Al Saadi - PARTIE,Le Centquatre (104),<b>Du 19 janvier 2024 au 21 janvier 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,unknown
552,Jusqu’à présent personne n’a ouvert mon crâne pour voir s’il y avait un cerveau dedans,Le Centquatre (104),<b>Du 24 janvier 2024 au 27 janvier 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,unknown
553,Le Cimetière des voitures,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 4 avril 2024 au 21 avril 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,11-24 €
554,Video-Like,Maison des métallos,<b>Du 12 mars 2024 au 16 mars 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,16 €
555,Transversari,Maison des métallos,<b>Du 27 mars 2024 au 29 mars 2024</b>,2 bis passage Ruelle,Paris 18e,16 €
556,M.A.D ! Je te promets la forêt rebelle,Théâtre de la Tempête - Cartoucherie,<b>Du 6 juin 2024 au 23 juin 2024</b>,2 bis passage Ruelle,Paris 18e,11-26 €
557,Je suis perdu,Théâtre de la Tempête - Cartoucherie,<b>Du 7 juin 2024 au 23 juin 2024</b>,2 bis passage Ruelle,Paris 18e,11-26 €
558,Fin (Faim),L'Étoile du Nord,<b>Du 8 février 2024 au 9 février 2024</b>,2 bis passage Ruelle,Paris 18e,11 €
559,Big bang circus,La Manufacture des Abbesses,<b>Du 17 janvier 2024 au 16 mars 2024</b>,2 bis passage Ruelle,Paris 18e,11-29 €
560,Le Mariage de Figaro,Théâtre Montmartre Galabru,<b>Du 21 janvier 2024 au 24 mars 2024</b>,2 bis passage Ruelle,Paris 18e,15-22 €
561,"Allez, roule !",Théo Théâtre,<b>Du 2 février 2024 au 26 avril 2024</b>,2 bis passage Ruelle,Paris 18e,18 €
562,À qui elle s'abandonne,La Flèche,<b>Du 11 janvier 2024 au 14 mars 2024</b>,2 bis passage Ruelle,Paris 18e,16-22 €
563,King,La Flèche,<b>Du 12 janvier 2024 au 15 mars 2024</b>,2 bis passage Ruelle,Paris 18e,16-22 €
564,Crossed,Théâtre Darius Milhaud,<b>Du 8 janvier 2024 au 25 mars 2024</b>,2 bis passage Ruelle,Paris 18e,13-20 €
565,Méchant.e,Théâtre du Gouvernail,<b>Du 22 novembre 2023 au 30 janvier 2024</b>,2 bis passage Ruelle,Paris 18e,unknown
566,Le Chef-d’œuvre inconnu,Théâtre L'Essaïon,<b>Du 7 avril 2024 au 23 juin 2024</b>,2 bis passage Ruelle,Paris 18e,16-28 €
567,Flammes de science - Exil intérieur,Théâtre de la Reine Blanche,<b>Du 29 mars 2024 au 28 avril 2024</b>,2 bis passage Ruelle,Paris 18e,11-28 €
568,Rimbaud cavalcades !,Théâtre L'Essaïon,<b>Du 25 mars 2024 au 25 juin 2024</b>,2 bis passage Ruelle,Paris 18e,13-28 €
569,Marcus et les siens,Théâtre de la Reine Blanche,<b>Du 7 février 2024 au 10 mars 2024</b>,2 bis passage Ruelle,Paris 18e,11-28 €
570,La Fille qui a tout mangé et autres petits camarades,Théâtre de la Reine Blanche,<b>Du 11 janvier 2024 au 3 février 2024</b>,5 rue des Plâtrières,Paris 20e,11-22 €
571,Flammes de science - L'Affaire Rosalind Franklin,Théâtre de la Reine Blanche,<b>Du 7 mai 2024 au 9 juin 2024</b>,5 rue des Plâtrières,Paris 20e,11-28 €
572,Eddy s'évade !,Théâtre Mélo d'Amélie,<b>Du 11 janvier 2024 au 25 avril 2024</b>,5 rue des Plâtrières,Paris 20e,11-29 €
573,À la vie !,Théâtre Silvia Monfort,<b>Du 6 mars 2024 au 16 mars 2024</b>,5 rue des Plâtrières,Paris 20e,11-29 €
574,Habiter,Théâtre Silvia Monfort,<b>Du 23 mars 2024 au 28 mars 2024</b>,5 rue des Plâtrières,Paris 20e,11-29 €
575,Les Frères Sagot,Le Centquatre (104),<b>Du 25 janvier 2024 au 27 janvier 2024</b>,5 rue des Plâtrières,Paris 20e,unknown
576,L'Arbre à sang,Le Centquatre (104),<b>Du 2 février 2024 au 10 février 2024</b>,5 rue des Plâtrières,Paris 20e,unknown
577,EXPLOSIF,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 16 mai 2024 au 2 juin 2024</b>,5 rue des Plâtrières,Paris 20e,11-24 €
578,Sans humain à l'intérieur,Le Mouffetard - Théâtre des arts de la marionnette,<b>Du 27 février 2024 au 10 mars 2024</b>,5 rue des Plâtrières,Paris 20e,14-22 €
579,Un océan d'amour,IVT - International Visual Théâtre,<b>Du 4 avril 2024 au 6 avril 2024</b>,5 rue des Plâtrières,Paris 20e,7-28 €
580,Constellations,IVT - International Visual Théâtre,<b>Du 18 janvier 2024 au 21 janvier 2024</b>,5 rue des Plâtrières,Paris 20e,7-28 €
581,You have to be deaf to understand,IVT - International Visual Théâtre,<b>Du 25 avril 2024 au 27 avril 2024</b>,5 rue des Plâtrières,Paris 20e,16 €
582,Aurore Evain - Conférence sur le Matrimoine,Théâtre de la Bastille,<b>Le 1 mars 2024</b>,5 rue des Plâtrières,Paris 20e,unknown
583,L'Épidémie,Théâtre de Nesle,<b>Du 13 janvier 2024 au 21 janvier 2024</b>,5 rue des Plâtrières,Paris 20e,unknown
584,Terrain vague,Les Plateaux sauvages,<b>Du 29 janvier 2024 au 3 février 2024</b>,5 rue des Plâtrières,Paris 20e,6-33 €
585,Don Juan,Théâtre Montmartre Galabru,<b>Du 19 janvier 2024 au 5 avril 2024</b>,76 rue de la Roquette,Paris 11e,15-22 €
586,Radio Live : La relève : Les vivantes,Chaillot – Théâtre National de la Danse,<b>Du 24 avril 2024 au 27 avril 2024</b>,76 rue de la Roquette,Paris 11e,45 €
587,Hortense Belhôte : Et la marmotte ?,Chaillot – Théâtre National de la Danse,<b>Le 15 juin 2024</b>,76 rue de la Roquette,Paris 11e,unknown
588,Les Mémoires de Paul Palandin,Le Grand Point Virgule,<b>Le 11 janvier 2024</b>,76 rue de la Roquette,Paris 11e,17-35 €
589,Monsieur Motobécane,Théâtre du Petit Saint-Martin,<b>Du 25 avril 2024 au 1 juin 2024</b>,76 rue de la Roquette,Paris 11e,32 €
590,"I am the same, yet so different",Le Centquatre (104),<b>Du 19 janvier 2024 au 20 janvier 2024</b>,76 rue de la Roquette,Paris 11e,unknown
591,Comme le nageur au fond des mers,Théâtre Ouvert,<b>Du 30 janvier 2024 au 10 février 2024</b>,76 rue de la Roquette,Paris 11e,15 €
592,Le Prix de l'or,Théâtre Ouvert,<b>Du 10 juin 2024 au 20 juin 2024</b>,76 rue de la Roquette,Paris 11e,11-15 €
593,Play War,IVT - International Visual Théâtre,<b>Du 1 février 2024 au 2 février 2024</b>,76 rue de la Roquette,Paris 11e,7-28 €
594,Les confinés,IVT - International Visual Théâtre,<b>Du 6 juin 2024 au 9 juin 2024</b>,76 rue de la Roquette,Paris 11e,7-28 €
595,Travol'Time,L'Étoile du Nord,<b>Le 24 mai 2024</b>,76 rue de la Roquette,Paris 11e,11 €
596,Agathe Charnet - Éco-féminismes : repenser nos liens aux vivant·e·s,L'Étoile du Nord,<b>Le 25 mai 2024</b>,76 rue de la Roquette,Paris 11e,6 €
597,Parcours littéraire #2 Lucie Rico - Écrire plusieurs langages,L'Étoile du Nord,<b>Le 8 mars 2024</b>,76 rue de la Roquette,Paris 11e,6 €
598,Parcours littéraire #3 Lucie Rico : Lecture performée de « La partie »,L'Étoile du Nord,<b>Le 1 juin 2024</b>,76 rue de la Roquette,Paris 11e,6 €
599,Longwy-Texas,Théâtre de la Bastille,<b>Du 4 mars 2024 au 6 mars 2024</b>,76 rue de la Roquette,Paris 11e,28 €
